,report_text,Bioagressor,Disease,hazard_list,source_name
4117,"La période de risque n'a pas commencé. Plant chétif - Photo CA81 Tache ""encre"" sur plant d'ail - Photo CA81 REPRODUCTION DU BULLETIN AUTORISÉ SEULEMENT DANS SON INTÉGRALITÉ (REPRODUCTION PARTIELLE INTERDITE) Ce bulletin de santé du végétal a été préparé par l’animateur filière Ail de la Chambre d'agriculture du Tarn et élaboré sur la base des observations réalisées par les conseillers des Chambres d'agriculture de Haute-Garonne, Gers, Tarn et Tarn-et- Garonne, le CEFEL et les techniciens de la coopérative ALINEA et de l'OP APRM. Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de",0,0,,04_bsv_ail_22032012_V3
4118,"la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La CRA Midi-Pyrénées dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées et en s'appuyant sur les préconisations issues de bulletins techniques. BULLETIN DE SANTÉ DU VÉGÉTAL – AIL N° 4 DU 22 MARS 2012 – Page 2/2 L",0,0,,04_bsv_ail_22032012_V3
4119,"BULLETIN DE SANTE DU VEGETAL POUR DE BONNES PRATIQUES AGRICOLES Nord Pas-de-Calais Bu l le t in n ° 05 du 26 ma rs 2009 - 3 pages Colza Stades C2 (entre-noeuds visibles) à D2 (boutons accolés visibles), avec une majorité de parcelles à D1 (boutons accolés cachés par les dernières feuilles). Avec la baisse des températu- res, la croissance des plantes s’est nettement ralentie par rapport à la semaine dernière. Charançons de la tige Depuis le dernier bulletin, l’activité des ravageurs du colza se maintient souvent à un faible niveau. Des captures de charançons de la tige du chou (Ceuthorrhynchus quadridens ), non nuisibles au colza, sont toujours comptabilisées dans nos cuvettes. Par contre, aucun charançon de la tige du colza (Ceuthorrhynchus napi ) n’a été repéré jusqu’alors. Si vous avez placé une cuvette dans votre parcelle de colza, prenez garde en cas de piégeage, à ne pas confondre ces deux charançons (voir illustration dans le bulletin précédent). La surveillance vis-à-vis du charançon de la tige du colza doit se poursuivre au moins jusqu’à ce que la culture ait atteint le stade «tige à 20 cm de haut». Pour le moment, en absence de capture, le risque de dégât est inexistant. En cas de piégeages douteux et significatifs, vous pouvez nous contacter. Les conditions climatiques normalement prévues pour ces prochains jours (températures fraîches, averses) devraient encore être défavorables au ravageur. A suivre. Méligèthes L’activité des méligèthes a été favorisée jusqu’à",1,0,#charançon de la tige du colza #charançon de la tige #méligèthe #charançon ,BSV_GC_no5_du_26-03-09_cle06dd86
4121,"de l’insecte se poursu ivent t im idement. En plaine, les infestations restent variables selon les parcelles. Dans certaines d’entre elles, les boutons sont toujours quasiment indemnes de méligèthes alors que dans d’autres, on observe des individus au niveau des inflorescences. Pour beaucoup de situations, l’infestation a peu évolué depuis le dernier bulletin : toutes les plantes n’abritent pas encore d’individus. Par contre, il arrive que dans quelques rares parcelles (les plus infestées), on observe jusqu’à 1 voire 2 méligèthes par pied. Pour une grande ma jor ité, le seu de tra itement n ’est pas encore atte int ma is la surveillance doit se poursuivre. Prenez garde aux colzas abrités par des habitations, des bois, des fonds de vallée... C’est souvent",1,0,#méligèthe ,BSV_GC_no5_du_26-03-09_cle06dd86
4122,"dans ces situations que les infestations sont les p lus importantes. Avec l’apparition des boutons accolés, les colzas entrent en période sensible vis-à-vis des méligèthes. Même si le climat actuel (et futur à priori) est pour le moment peu favorab le au ravageur , fau t res ter v ig i lan t . A la mo indre acca lm ie de ces cond ions climatiques perturbées, l’activité de l’insecte peut reprendre. Vérifiez régulièrement l’infestation des cultures jusqu’à l’apparition des 1ères fleurs. Pour",1,0,#méligèthe ,BSV_GC_no5_du_26-03-09_cle06dd86
4124,"un r isque de verse avéré lorsque la monta ison est b ien engagée (à partir de C2 jusqu’à D2 selon les spécialités) et que les conditions climatiques sont favorables à la croissance des plantes (température moyenne 8-10°C). Reportez-vous au bulletin n°02 du 04 mars 2009. Blé Stades Début tallage à décollement de l’épi,",0,0,,BSV_GC_no5_du_26-03-09_cle06dd86
4125,"avec une majorité de parcelles au s tade f in ta l lage-débu t redressemen t . Pour le momen t , la croissance des céréales est lente, les stades évoluent peu. Piétin verse Compte tenu des conditions météorologiques que l’on a connu jusqu’alors (voir bilan climatique page suivante), le risque clima- tique pour le piétin verse (évalué par le modèle TOP) est à un niveau inférieur à celui que l’on a connu l’an dernier au même moment (voir courbes ci-dessous). Le nombre de contaminations enregistrées par le modèle en ce début de campagne, est inférieur à celui de 2007-2008 à la même époque. Le cycle du champignon s’enchaî- ne plus lentement jusqu’alors : alors que la date d’apparition de la 2ème générat ion donnée par le modè le éta it dé jà tard ive l ’an dernier, en 2009, cette dernière est apparue avec 15-20 jours de décalage par rapport à 2008. Le nombre de contaminations de 2ème génération est également moins important pour le moment, ce qui traduit bien une évolution plus lente du parasite (du fait des températures fro ides). Pour le",0,0,,BSV_GC_no5_du_26-03-09_cle06dd86
4126,"moment, le risque climatique pour le piétin verse peut être considéré comme faible, se situant près d’une année à faible pression (1995-1996) et loin de la campagne 2000-2001 (année à forte pression). Autres maladies Jusqu’à maintenant, la pression des maladies est en régle géné- rale plutôt limitée. En parcelles, les symptômes de septoriose installés en bas de végétation sont peu nombreux. Aucune pustule de rouille n’a été observée. Sur orge d’hiver, la tendance est la même. Le froid hivernal a perturbé l’évolution des maladies. C’est le climat à venir qui va orienter la pression de ces champi- gnons. A su iv re . Méligèthe sur boutons floraux Pois Stades Levée en cours à semis dès que possible. Thrips Les toutes prem ières parce l les semées précocement sont en cours d’émergence. Dès la levée, il faut surveiller la présence éventuelle de thrips sur la culture. La pér iode de sens ib ité de la cu lture au ravageur démarre dès la levée (stade crosse : 80% de levée) et s’achève lorsque les premières feuilles sont déployées (stade : 1-2 feuilles). Le seuil de traitement est de 1 thrips par plante . A surveiller. Remarque : sur févéroles, la nuisibilité des thrips n’a encore jamais été démontrée. Limaces Prenez garde aux l imaces. Toutes les parce l les ne sont pas systématiquement touchées mais des dégâts nous ont été signa- lés sur féveroles et céréales (blé de printemps).",1,1,#thrips #méligèthe #rouille #septoriose ,BSV_GC_no5_du_26-03-09_cle06dd86
4128,"sont là aussi plus froides qu’en février 2008. Sur la période considérée, le nombre de jours de gel est également en augmentation en ce début de campagne. C’est principalement le mois de janvier 2009 qui marque l’écart avec la campagne précédente : il a gelé nettement plus souvent à cette époque qu’en janvier 2008 (valeurs négatives relevées plus d’un jour sur deux en janvier 2009). C’est également au cours de ce mois que les gelées les plus fortes ont été observées : -17,2°C le 07/01/2009 à Avesnes-les-Aubert, -12,1°C à Izel-lès-Equerchin le 10/01/2009 (des températures extrèmes enregistrées depuis bien longtemps)... Les précipitations sont quant à elles pour la période, équivalentes ou en augmentation dans certains secteurs (notamment en bordure maritime) par rapport à l’automne et l’hiver 2007-2008. C’est en octobre et novembre 2008 voire février 2009 selon les situations géographiques, que les pluies ont été plus abondantes cette campagne. En décembre 2008, janvier et février 2009 malgré la présence de neige parfois, les quantités d’eau reçues ont été souvent proches des normales ou",0,0,,BSV_GC_no5_du_26-03-09_cle06dd86
4131,"l’an dernier 2007- -2009 Evolution par rapport à l’an dernier ,6 102,6 59,4 106,5 37.5 28. , .5 46, ,2 795, , Cumul des températures (base 0) Nombre de jours de gel Cumul des précipitations (en mm) Nombre de jours de pluie Données météorologiques issues de la station d’Ecuires (62) Oc t . Nov. Déc. Janv. Fév . (ﬁ 28/02) Pour la période 2007- .9 221 .5 145.5 213 .3 150.5 1059,7 2008-2009 Evolution par rapport à l’an dernier 2007- -2009 Evolution par rapport à l’an dernier 2007- -2009 Evolution par rapport à l’an dernier 2007- -2009 Evolution par rapport à l’an dernier ,1 115,7 68, , , , Données météorologiques issues de la station d’Avesnes-les-Aubert (59) Cumul des températures (base 0) Nombre de jours de gel Cumul des précipitations (en mm) Nombre de jours de pluie Oct. Nov. Déc . Janv. Fév . (ﬁ 28/02) Pour la période 2007- . .3 206.4 144.1 1001,3 2008- 2009 Evolution par rapport à l’an dernier 2007- - 2009 Evolution par rapport à l’an dernier 2007- -",0,0,,BSV_GC_no5_du_26-03-09_cle06dd86
4132,"2009 Evolution par rapport à l’an dernier 2007- - 2009 Evolution par rapport à l’an dernier 318,8 209,1 97,1 61,7 100,3 62.5 60, ,5 31, ,5 197, Page 3 (BSV GC/ SRAL NPC/ Protection des Végétaux Loos-en-Gohelle)",0,0,,BSV_GC_no5_du_26-03-09_cle06dd86
4133,"Bulletin n° 16 / 2011 Mercredi 14 sept 2011 FAITS MARQUANTS : Pommier & Poirier : - Carpocapse : En plaine, dernières éclosions de 3ème génération en cours : fin du risque prévue entre le 20-25 septembre. Dans les Alpes, le risque est terminé, il n’y a pas de 3 ème génération. - Tordeuse orientale : éclosions toujours en cours, le vol se poursuit en plaine. - Mouche méditerranéenne : début des piégeages en Sud Bouches du Rhône, touj ours pas de capture en secteur Vaucluse et Nord Bouches du Rhôn e. - Tavelure : conditions favorables aux contaminations secondaires - Maladies de conservation : conditions de développement favorables au verger. Toutes espèces : - Campagnol : activité importante, jeunes vergers à surveiller pa rticulièrement COMITE DE REDACTION DE CE BULLETIN : Animatrice Filière Pomme/Poire : Myriam BERUD (Station d’Expérimentation La Pugère), Suppléant : Vincent RICAUD (Chambre d’Agriculture de Vaucluse) Animatrice Filière Cerise : Emmanuelle FILLERON (Domaine Expérimental La Tapy), Suppléant : Valérie SERFATY (Chambre d’Agriculture de Vaucluse) Animateur Filière Prune : Laurent POULET (GRCETA de Basse Durance), Suppléant : Florent LEYDET (Chambre d’Agriculture de",1,1,#carpocapse #tordeuse #mouche #pou #tavelure ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4134,"Vaucluse) LES OBSERVATIONS CONTENUES DANS CE BULLETIN ONT ETE REALISEES PAR : LES Chambres d’Agriculture de Vaucluse, des Hautes-Alpe s et des Alpes de Haute Provence, le CIRAME, le GRCETA Basse Durance, le CETA Cavaillon, le CETA Terroir de Crau, l’OP SICA Edelweiss, l’OP Vergers de Beauregard, l ’OP Alpes Coop Fruits, la SICA Pom ’Alpes, la SARL RAISON ’ALPES, l’OP COPEBI et le Lycée Agricole Louis Giraud. Action pilotée par le ministère chargé de l ’agriculture, avec l ’appui financier de l ’Office national ’eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018. REPRODUCTION DE CE BULLETIN AUTORISEE SEULEMENT DANS SON INTEGRALITE – REPRODUCTION PARTIELLE INTERDITE – page 1/5 POMMIER Bulletin n°16 / 2011 Mercredi 14 sept 2011 Secteur Basse Durance (cid:1)(cid:1)(cid:1)(cid:1) DEVELOPPEMENT VEGETATIF Golden : récolte en cours. Granny : la récolte pour la mise en longue conservation devrait pouvoir débuter semaine prochaine. Braeburn et Tentation : les récoltes pourraient commencer la semaine prochaine. L’avance de maturité observée en saison est à prése nte réduite. (cid:1)(cid:1)(cid:1)(cid:1) CARPOCAPSE Des dég âts de récentes éclosions sont encore visibles (jeunes larves), mais sont moins fréquents qu’il quinze jours. Estimation du risque : Selon le modèle de prévision des risques du",1,0,#carpocapse #pou ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4135,"SRAL , la fin du risque est prévue entre le 20-25 septembre. Des observations en vergers doivent permettre de valider la fin du risque (absence de jeunes larves à cette période). (cid:1)(cid:1)(cid:1)(cid:1) TORDEUSE ORIENTALE Les piégeages enregistrent encore des captures dans les pièges du réseau. Des éclosions sont en cours liées au chevauchement des générations. Estimation du risque : Sur fruits, la larve peut être confondue avec le carpocapse et inversement. Piégeage deT ordeuse Orientale du Pêche r 2011 en ve rge r POMM IERS / POIRIERS - Se cteur Ba sse Durance Nombre de captures par semaine sur réseau de 12 pièges relevés e 19 e 21 e 24 e 27 e 34 e 20 e",1,0,#carpocapse #tordeuse ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4136,"22 e 23 e 14 e 17 e 29 e 32 e 35 e 13 e 26 e 31 e 25 e 28 e 12 e 15 e 18 e 30 e 33 e 36 semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain (cid:1)(cid:1)(cid:1)(cid:1) MOUCHE MEDITERRANEENNE Aucune capture n’a été enregistrée sur les secteurs Nord Bouches du Rhône et Vaucluse. Un site sur Aubagne, en proximité du Var, enregistre des captures depuis le 10 août. Estimation du risque : Surveiller les 1ères captures et les piqûres sur fruits à l’approche de la maturité. (cid:1)(cid:1)(cid:1)(cid:1) PUCERON LANIGERE Quelques foyers sont observés avec parasitisme par l’hyménoptère parasitoïde Aphelinus mali. Estimation du risque : En présence du parasitisme généralisé par Aphelinus mali, le risque de colonisation induisant des dég",1,0,#puceron #mouche ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4137,"âts est lim ité. (cid:1) PSEUDOCOCCUS SP. Quelques parcelles présentent des traces (signalée sur parcelle de Chantecler). En cas de taches de fumagine à l’ en les ouvrant pour confirmer la œil, contr ôler les fruits présence de larve. Estimation du risque : Surveiller l’installation sur fruits. (cid:1) POU DE SAN JOSE Le prochain essaimage est attendu fin septembre. Profiter des récoltes pour repérer les parcelles sensibles qui présentent des dég âts. REPRODUCTION DE CE BULLETIN AUTORISEE SEULEMENT DANS SON INTEGRALITE – REPRODUCTION PARTIELLE INTERDITE – page 2/5 POMMIER Bulletin n°16 / 2011 Mercredi 14 sept 2011 Secteur Basse Durance (suite) (cid:1) CAMPAGNOL PROVENCAL En pleine activité : nouveaux tumulus visibles. Estimation du risque : Les jeunes vergers sont à surveiller plus particul ièrement. (cid:1)(cid:1)(cid:1)(cid:1) TAVELURE Les conditions climatiques (humectation et température) sont favorables aux repiquages sur fruits fréquemment observés. Surveiller les vergers présentant déj à des t âches et/ou les variétés sensibles. Estimation du risque : Sur les vergers présentant des t âches, le risque de contamination secondaire est important jusqu’ à la récolte. (cid:1)(cid:1)(cid:1)(cid:1) FEU BACTERIEN Des cas d’attaques au point de greffe ont été",1,1,#pou #tavelure ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4138,"recensés avec des sympt ômes de rougissement du feuillage et de nécrose au niveau du collet. Surveiller les feuillages rougissant et l’apparition possible de chancres sur collet, en particulier sur les arbres ayant présenté des attaques sur la partie aérienne. Les sympt ômes peuvent être confondus avec des dégâts de phytophtora, campagnol s, cossus ou autres chancres. Estimation du risque : Le risque de développement persiste sur vergers ayant eu des sympt ômes cette année et sur vergers grêlés, et faveur de pluies orageuses et des aspersions sur frondaison. (cid:1)(cid:1)(cid:1)(cid:1) MALADIES DE CONSERVATION Des pourritures sur fruits sont visibles en particulier sur Chantecler, mais aussi sur des variétés moins sensibles. Estimation",1,1,#pou #pourriture #chancre ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4139,"du risque : Les conditions climatiques actuelles (humidité, température) sont favorables au développement des pourritures. REPRODUCTION DE CE BULLETIN AUTORISEE SEULEMENT DANS SON INTEGRALITE – REPRODUCTION PARTIELLE INTERDITE – page 3/5 POMMIER Bulletin n°16 / 2011 Mercredi 14 sept 2011 Secteur Alpin (cid:1)(cid:1)(cid:1)(cid:1) DEVELOPPEMENT VEGETATIF Golden : récolte en cours Pink Lady® : 73-76 mm (zone Sud) (cid:1)(cid:1)(cid:1)(cid:1) CARPOCAPSE Les observateurs n’ont pas signalé de nouvelles éclosions. Le risque carpocapse 2011",1,1,#carpocapse #pou #pourriture ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4140,"est terminé. Estimation du risque : Selon le modèle de prévision des risques du SRAL au 29 août, la fin du risque est prévue entre le 10 et 15 septembre. Le modèle ne prévoit pas de 3ème génération dans les Alpes. (cid:1)(cid:1)(cid:1)(cid:1) TORDEUSE ORIENTALE Pas de capture",1,0,#tordeuse ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4141,sur les deux semaines précédentes. (cid:1)(cid:1)(cid:1)(cid:1) PANDEMIS Les captures enregistrées par le réseau de piégeage sont faibles. Piégeage de Tordeuse Orientale du Pêche r 2011 en ve rge r POMM IERS / POIRIERS - Secteur Alpin Nombre de captures par semaine sur réseau de pièges relevés Piégeage hebdomadaire cumulé - PANDEM IS 2011 ve rger de pommie rs/ poirie rs - Secteur Alpin Nombre cumulé de captures par semaine sur réseau de 6 pièges relevés e 18 e 13 e 14 e 16 e 17 e 19 e 20 e 21 e 22 e 24 e 25,1,0,#tordeuse ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4142,e 27 e 28 e 30 e 31 e 33 e 34 e 36 e 23 e 26 e 29 e 32 e 35 semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain semain (cid:1) CAMPAGNOL PROVENCAL Reprise d’activité : nouveaux tumulus visibles. Estimation du risque : Les jeunes vergers sont à surveiller plus particul 0 se m aine 23 se m aine 20 se m aine 34 se m aine 32 se m aine 31 se m aine 29 se m aine 26 se m aine 21 se m aine 18 se m aine 33 se m aine 36 se m aine 35 se m aine 24 se m aine 19 se m aine 28 se m aine 25 se m aine 22 se m aine 30 se m aine 27 ièrement. (cid:1)(cid:1)(cid:1)(cid:1) TAVELURE Des repiquages limités sont observés. Situation saine dans l’ensemble. Estimation du risque : Sur les vergers,0,1,#tavelure ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4144,"Lamotte/ Pont St Esprit. Il est présent depuis deux ans sur le secteur Nord Bouches du Rhône et Sud Vaucluse. Les dég âts sont observables au printemps sur jeunes feuilles : t âches rouges à l’aspect gaufré (galle). En cas d’attaques importantes, les fruits peuvent être touchés et présenter des déformations. Les femelles hivernent sous les écailles des bourgeons qu’elles quittent dès le débourrement pour piquer les jeunes feuilles. Les générations se succèdent toute la saison, les phytoptes étant à l’abri à l’intérieur des galles. En fin d’été, les femelles regagnent leur lieu d’hivernation. (cid:1) POU DE SAN JOSE -CAMPAGNOL - FEU BACTERIEN Idem pommier. POIRIER Bulletin n°16 / 2011 Mercredi 14 sept",1,0,#phytopte #pou ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4145,"2011 Secteur Alpin (cid:1)(cid:1)(cid:1)(cid:1) DEVELOPPEMENT VEGETATIF Les récoltes de Passe Crassane devraient démarrer après les chantiers de récolte de Golden. (cid:1)(cid:1)(cid:1)(cid:1) CARPOCAPSE – TORDEUSE ORIENTALE - CAMPAGNOL Idem pommier (cid:1)(cid:1)(cid:1)(cid:1) FEU BACTERIEN Des prospections sont en cours par la FREDON PACA. Les vergers de Passe Crassane sont les plus touchés, aucune nouvelle commune n’est atteinte à ce jour. (cid:1) TAVELURE - MALADIES DE CONSERVATION Idem",1,1,#carpocapse #tordeuse #tavelure ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4146,"pommier (cid:1) ANTHONOME DU POIRIER Dans les vergers ayant eu des attaques sur bourgeons au printemps, les adultes sont apparus depuis fin août et vont entrer en diapause. Estimation du risque : période de ponte des œufs qui écloront durant l’hiv er. Les larves se développeront alors dans les bourgeons à fleur. N.B. Ce Bulletin est produit à partir d ’observation s ponctuelles réalisées sur un réseau de parcelles. S ’il donne une tendance de la situation sanitaire, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre régionale d’Agriculture et l’ ensemble des partenaires du BSV dégagent toute responsabilité quant aux décisions prises pour la protection des cultures. La protection des cultures se décide sur la base des observations que chacun réalise sur ses parcelles et s ’appuie, le cas échéant, sur les préconisations issues de bulletins techniques. REPRODUCTION DE CE BULLETIN AUTORISEE SEULEMENT DANS SON INTEGRALITE –",1,0,#anthonome #pou ,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4147,REPRODUCTION PARTIELLE INTERDITE – page 5/5,0,0,,BSV_PACA_Arbo_16_14_sept_2011_cle8ba6cb
4148,"Parcs, jardins et autres zones non agricoles n° du Parcs, jardins et autres zones non agricoles n° 3 du 25 avril 2014 Actuellement en région Marronnier La mineuse L’ensemble des marronniers de la région est au stade phénologique sensible avec le débourrement complet du feuillage. Les observations montrent des captures dans les pièges à phéromones mis en place. Nous pouvons donc établir à ce jour que nous sommes en présence du 1er pic de vol des mineuses. Le piégeage permet de capturer les papillons et diminue les dé- gâts sur les arbres, en limitant la ponte et les indivi- dus de la seconde génération (sans piégeage, la po- pulation de papillons est multipliée par 10 à chaque génération). Sur les sites d’observation de Dijon, une moyenne de 93 papillons ont été capturés sur trois pièges le 22 avril dernier. mineuse-marronnier.com Pin Les processionnaires du Pin Actuellement en région, les processions des chenilles sont quasiment terminées. Les dernières observations remontent au 12 avril en Côte d’or. Les pièges à phéro- mones seront mis en place dès le début de l’été afin de capturer les papillons mâles lors des premiers vols. La saison étant en avance",1,0,#chenille #mineuse ,BSV_ZNA_n_03_du_25_avril_2014
4149,par rapport à l’année dernière il est donc important de faire attention à l’émergence,0,0,,BSV_ZNA_n_03_du_25_avril_2014
4150,"des ravageurs qui peuvent arri- ver plus précocement. Le piégeage à phéromones est un moyen de lutte contre la processionnaire du pin mais cette technique reste à additionner aux autres moyens de lutte pour limiter et réduire les populations. Platane Le tigre du platane Le stade phénologique des platanes n’étant pas encore à son apogée, les feuilles des végétaux ne présentent pas en- core d’attaques significatives sur les feuilles. Les tigres sont actuellement en court d’évolution vers le houppier des arbres pour se nourrir et se reproduire. Les dégâts occa- sionnés seront visibles prochainement par des piqures sur le limbe et la présence d’excréments sur la face inférieure des feuilles (voir photos). Tigre et excréments sur la face inférieure d’une feuille Parcs, jardins et autres zones non agricoles n° 3 du 25 avril 2014 Au cours de l’année, les platanes sont également susceptibles d’être touchés par l’anthracnose sur les feuilles. Toutefois, actuellement les conditions clima- tiques ne permettent pas le développement de cette maladie. En effet l’an- thracnose stoppe son évolution lorsque les températures sont supérieures à 12°C. Piqures sur limbe Rosier Pucerons Les conditions",1,1,#puceron #anthracnose ,BSV_ZNA_n_03_du_25_avril_2014
4151,"climatiques sont favorables à la prolifération des pucerons sur rosiers. En ZNA des pucerons ont été signalés à Beaune, Auxerre et",1,0,#puceron ,BSV_ZNA_n_03_du_25_avril_2014
4152,"Tournus sur l’ensemble des massifs des villes. Sur les rosiers, nous n’avons pas eu de retours sur la présence de taches noires. Cette maladie pourrait très bien se développer avec les conditions actuelles mais sous condition d’avoir une teneur en humidité un peu plus élevée. La vigilance est de mise pour les prochaines observations. Les mesures de prophylaxie doivent être te- nues lors de l’entretien des végétaux pour éviter la dissémination de cette problématique dans les massifs. Con- cernant les pucerons, le maintien de la faune auxiliaire est primordial pour réguler naturellement ces ravageurs. Plantes invasives Nous avons encore la présence de renouée du japon sur de nombreux cours d’eau et bords de routes en Bour- gogne. Lors d’intervention sur ces végétaux, l’ensemble des mesures décrites lors des précédents BSV doivent être mises en œuvre pour éviter leurs multiplications. Nous tenons à vous",1,0,#puceron ,BSV_ZNA_n_03_du_25_avril_2014
4155,Othiorhynque Dégâts nuls à faibles Dégâts modérés Risque sanitaire importants A surveiller Maladies Black rot sur Marronnier Chancre bactérien sur Marronnier,0,1,#chancre ,BSV_ZNA_n_03_du_25_avril_2014
4158,le produit a une toxicité moindre pour les abeilles mais reste potentiellement dangereux. 3. Il est formellement interdit de mélanger,0,0,,BSV_ZNA_n_03_du_25_avril_2014
4159,"pyréthrinoïdes et triazoles ou imidazoles. Si elles sont utili- sées, ces familles de matières actives doivent être appliquées à 24 heures d’intervalle en appliquant l’insec- ticide pyréthrinoïde en premier. 4. N’intervenir sur les cultures que si nécessaire et veiller à respecter scrupuleusement les conditions",0,0,,BSV_ZNA_n_03_du_25_avril_2014
4160,"d’em- ploi associées à l’usage du produit, qui sont mentionnées sur la brochure technique (ou l’étiquette) livrée avec l’emballage du produit. 5. Lors de la pollinisation (prestation de service), de nombreuses ruches sont en place dans les vergers et les cultures légumières. Les traitements fongicides et insecticides qui sont appliqués sur ces parcelles, mais aussi dans les parcelles voisines ont un effet toxique pour les abeilles. Veiller à informer le voisinage de la présence de ruches. Pour en savoir plus : téléchargez la plaquette « Les abeilles butinent » et la note nationale BSV « Les abeilles, des al- liées pour nos cultures : protégeons -les ! » sur les sites Internet partenaires du réseau d'épidémiosurveillance des cul- tures ou sur www.itsap.asso.fr Les structures partenaires dans la réalisation des observations nécessaires à l’élaboration du Bulletin de santé du végétal Parcs, jardins et autres zones non agricoles sont les suivantes : Mairie de Beaune, Mairie de Nevers, Mairie d’Auxerre, Mairie de Dijon, Mairie de Montbard, Mairie de Quetigny, Mairie de Chalon-sur-Saône, Mairie de Mâcon, Mairie de Joigny, Mairie de Villeneuve -la-Guyarde, Mairie",0,0,,BSV_ZNA_n_03_du_25_avril_2014
4161,"de la Charité-sur-Loire, Mairie de Longvic, Mairie de Tournus, Golf de Norges -la-Ville, Golf de Roncemay, Golf de Magny-Cours, Golf de Mâcon, Golf de Beaune-Levernois, M. Gallimard (Talant). Bulletin édité sous la responsabilité de la Chambre régionale d’Agriculture de Bourgogne. Rédaction réalisée par la FREDON Bourgogne (animateur filière) en collaboration avec les membres de la cellule d’ana- lyse de risque composée d’AREXHOR et du SRAL. Ce bulletin est produit à partir d’observations ponctuelles dans la région Bourgogne. La CRA Bourgogne se dégage de toute responsabilité quant aux décisions prises par les applicateurs de produits phytosanitaires concernant la protection des végétaux. « Action pilotée",0,0,,BSV_ZNA_n_03_du_25_avril_2014
4162,"par le ministère chargé de l'agriculture, avec l’appui financier de l’Office national de l'eau et des milieu x aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 » Avec la participation financière de :",0,0,,BSV_ZNA_n_03_du_25_avril_2014
4163,N°01 12/04/2016 Animateur filière Raphaël RAPP CHAMBRE REGIONALE ALPC raphael.rapp@alpc.chambagri.fr Directeur de publication Dominique GRACIET Président de la Chambre Régionale d'Agriculture Aquitaine Limousin Poitou-Charentes Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@alpc.chambagri.fr Supervision DRAAF Service Régional de l'Alimentation Aquitaine– Limousin-Poitou-Charentes 22 Rue des Pénitents Blancs 87000 LIMOGES Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention « extrait du bulletin de santé du végétal Grand Sud-Ouest Châtaigne N°1 du 12/04/2016 » Bulletin disponible sur les sites : www.aquitainagri.fr,0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4164,; www.limousin.synagri.com ; www.fredon-limousin.fr ; www.mp.chambagri.fr et sur le site de la DRAAF www.draaf.aquitaine-limousin-poitou-charentes.agriculture.gouv.fr Recevez le Bulletin de votre choix GRATUITEMENT,0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
